date,fz,reg_num,reg_num_href,stage,p_object,organization_type,organization_name,organization_href,s_price,posted,updated,ending,documents_href
"Thu, 02 May 2024 09:01:41 +0000","223-ФЗ Конкурс в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",№ 32312744715,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=15717055,Закупка завершена,"Установка/замена трехфазных приборов учета электрической энергии (мощности) в многоквартирных домах, с целью организации общедомового учёта потребления электрической энергии (мощности)",Заказчик,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЛАШИХИНСКАЯ ЭЛЕКТРОСЕТЬ""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=10677,"10 558 200,00 ₽",07.09.2023,07.09.2023,15.09.2023,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=15717055
"Thu, 02 May 2024 09:01:41 +0000","223-ФЗ Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",№ 32312740027,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=15711167,Закупка завершена,Поставка приборов учёта электрической энергии,Заказчик,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДЮРТЮЛИНСКИЕ ЭЛЕКТРИЧЕСКИЕ И ТЕПЛОВЫЕ СЕТИ""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=667756,"6 459 696,00 ₽",06.09.2023,06.09.2023,13.09.2023,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=15711167
"Thu, 02 May 2024 09:01:41 +0000",44-ФЗ Электронный аукцион,№ 0843500000223005371,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0843500000223005371,Определение поставщика завершено,"Установка коммерческого узла учёта тепловой энергии на объекте расположенном по адресу: г. Шадринск Свердлова, 3","Организация, осуществляющая размещение","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАКУПОК И БУХГАЛТЕРСКОГО УЧЕТА КУРГАНСКОЙ ОБЛАСТИ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2202027,"427 201,00 ₽",25.08.2023,05.09.2023,04.09.2023,https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0843500000223005371
"Thu, 02 May 2024 09:01:41 +0000",44-ФЗ Электронный аукцион,№ 0871200001023000067,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0871200001023000067,Определение поставщика завершено,Оказание услуг по поверке приборов учёта тепловой энергии,Заказчик,"ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ЯРОСЛАВСКОЙ ОБЛАСТИ ""УЧРЕЖДЕНИЕ ПО СОДЕРЖАНИЮ И ЭКСПЛУАТАЦИИ АДМИНИСТРАТИВНЫХ ЗДАНИЙ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2149577,"27 000,00 ₽",25.08.2023,05.09.2023,05.09.2023,https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0871200001023000067
"Thu, 02 May 2024 09:01:41 +0000","223-ФЗ Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",№ 32312732606,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=15702027,Закупка завершена,Поставка приборов учёта электроэнергии с установкой для нужд Северо-Западного филиала ФГБУ «Главрыбвод»,Заказчик,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГЛАВНОЕ БАССЕЙНОВОЕ УПРАВЛЕНИЕ ПО РЫБОЛОВСТВУ И СОХРАНЕНИЮ ВОДНЫХ БИОЛОГИЧЕСКИХ РЕСУРСОВ""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=175952,"61 266,67 ₽",04.09.2023,04.09.2023,13.09.2023,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=15702027
"Thu, 02 May 2024 09:01:41 +0000",44-ФЗ Электронный аукцион,№ 0187300014723000984,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0187300014723000984,Определение поставщика завершено,"Оказание услуг по техническому обслуживанию узла учёта тепловой энергии (УУТЭ), узла учёта холодного водоснабжения (УУХВ), узла учёта горячего водоснабжения (УУГВ), автоматизированного узла управления тепловой энергии (АУУТЭ) для муниципальных нужд на 2024-2025 годы","Организация, осуществляющая размещение",АДМИНИСТРАЦИЯ СУРГУТСКОГО РАЙОНА,https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=712700,"816 000,00 ₽",15.08.2023,29.08.2023,28.08.2023,https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0187300014723000984
"Thu, 02 May 2024 09:01:42 +0000",44-ФЗ Электронный аукцион,№ 0131300000623001661,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0131300000623001661,Определение поставщика завершено,Оказание услуги по поверке приборов учёта тепловой энергии,"Организация, осуществляющая размещение",АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ГОРОД ВОРОНЕЖ,https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=663922,"170 566,67 ₽",16.08.2023,28.08.2023,24.08.2023,https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0131300000623001661
"Thu, 02 May 2024 09:01:42 +0000",44-ФЗ Электронный аукцион,№ 0318300186323000059,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0318300186323000059,Определение поставщика завершено,"Реконструкция, согласно проекта, узла учёта тепловой энергии х. Ленина ул. Обрезная 22",Заказчик,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 11 ГОРОДА КРАСНОДАРА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=637253,"29 523,35 ₽",17.08.2023,25.08.2023,25.08.2023,https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0318300186323000059
"Thu, 02 May 2024 09:01:42 +0000",223-ФЗ Прочие,№ 32312705356,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=15668192,Закупка завершена,"Выполнение работ по поверке приборов учёта электроэнергии, измерительных трансформаторов тока (ТТ) и трансформаторов напряжения (ТН) 6-110 кВ",Заказчик,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВИТИМЭНЕРГО""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=9938,"1 920 000,00 ₽",25.08.2023,25.08.2023,04.09.2023,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=15668192
"Thu, 02 May 2024 09:01:42 +0000",44-ФЗ Электронный аукцион,№ 0848300062223001311,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0848300062223001311,Определение поставщика завершено,Замена прибора учёта энергетических ресурсов,"Организация, осуществляющая размещение","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ТОРГОВ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2163168,"132 351,33 ₽",08.08.2023,24.08.2023,24.08.2023,https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0848300062223001311
"Thu, 02 May 2024 09:01:42 +0000",44-ФЗ Электронный аукцион,№ 0823600003623000297,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0823600003623000297,Определение поставщика завершено,Выполнение работ по сервисному обслуживанию приборов учёта тепловой энергии,"Организация, осуществляющая размещение","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ СКОВОРОДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ""СЛУЖБА ЗАКАЗЧИКА""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2246714,"144 780,03 ₽",16.08.2023,24.08.2023,24.08.2023,https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0823600003623000297
"Thu, 02 May 2024 09:01:42 +0000",223-ФЗ Прочие,№ 32312694314,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=15657210,Закупка завершена,"Поставка с доставкой приборов учета электроэнергии и серверного оборудования для организации Информационно-вычислительного комплекса интеллектуальной системы учёта электроэнергии для нужд МУПЭС, в соответствии с спецификацией, утвержденной Заказчиком",Заказчик,МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ЭЛЕКТРИЧЕСКИХ СЕТЕЙ,https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=42594,"18 776 719,00 ₽",22.08.2023,23.08.2023,01.09.2023,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=15657210
"Thu, 02 May 2024 09:01:43 +0000","223-ФЗ Закупка у единственного поставщика (подрядчика, исполнителя)",№ 32312694462,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=15654883,Закупка завершена,Услуги по метрологической поверке приборов учёта тепловой энергии,Заказчик,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ИЗДАТЕЛЬСТВО ""ИЗВЕСТИЯ"" УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=9828,"243 805,00 ₽",22.08.2023,22.08.2023,not defined,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=15654883
"Thu, 02 May 2024 09:01:43 +0000","223-ФЗ Закупка у единственного поставщика (подрядчика, исполнителя)",№ 32312693853,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=15654151,Закупка завершена,"Монтаж приборов узла учёта тепловой энергии в корпусе № 2 МАОУ ""Лицей № 21""",Заказчик,"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЛИЦЕЙ № 21""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=53106,"385 000,00 ₽",22.08.2023,22.08.2023,not defined,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=15654151
"Thu, 02 May 2024 09:01:43 +0000",44-ФЗ Электронный аукцион,№ 0342300000123001106,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0342300000123001106,Определение поставщика завершено,Выполнение работ по установке узлов учёта тепловой энергии,"Организация, осуществляющая размещение",ДЕПАРТАМЕНТ ФИНАНСОВ АДМИНИСТРАЦИИ ГОРОДСКОГО ОКРУГА САМАРА,https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=800621,"890 090,00 ₽",07.08.2023,21.08.2023,17.08.2023,https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0342300000123001106
"Thu, 02 May 2024 09:01:43 +0000",44-ФЗ Запрос котировок в электронной форме,№ 0333100001923000048,https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0333100001923000048,Определение поставщика завершено,Техническое обслуживание и текущий ремонт приборов учёта,Заказчик,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЛОГИСТИЧЕСКИЙ ЦЕНТР № 67""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=612819,"70 000,00 ₽",10.08.2023,18.08.2023,18.08.2023,https://zakupki.gov.ru/epz/order/notice/zk20/view/documents.html?regNumber=0333100001923000048
"Thu, 02 May 2024 09:01:43 +0000",44-ФЗ Электронный аукцион,№ 0319100005523000134,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0319100005523000134,Определение поставщика завершено,Оказание услуг по техническому обслуживанию приборов учёта тепловой энергии и индивидуальных тепловых пунктов,Заказчик,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КРАСНОЯРСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ ПРОФЕССОРА В.Ф. ВОЙНО-ЯСЕНЕЦКОГО"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=778090,"916 575,66 ₽",07.08.2023,17.08.2023,16.08.2023,https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0319100005523000134
"Thu, 02 May 2024 09:01:43 +0000",223-ФЗ Прочие,№ 32312679577,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=15636213,Закупка завершена,"Выполнение работ по установке приборов учёта тепловой энергии и теплоносителя с предварительной разработкой рабочей документации в многоквартирном жилом доме по адресу: Республика Карелия, г. Кондопога, пр. Калинина д. 7",Заказчик,КОНДОПОЖСКОЕ МУНИЦИПАЛЬНОЕ МНОГООТРАСЛЕВОЕ ПРЕДПРИЯТИЕ ЖИЛИЩНО - КОММУНАЛЬНОГО ХОЗЯЙСТВА,https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=42508,"250 000,00 ₽",16.08.2023,16.08.2023,not defined,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=15636213
"Thu, 02 May 2024 09:01:43 +0000",44-ФЗ Запрос котировок в электронной форме,№ 0190300002723000286,https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0190300002723000286,Определение поставщика завершено,Монтаж индивидуальных приборов учёта тепла,"Организация, осуществляющая размещение",АДМИНИСТРАЦИЯ ШУРЫШКАРСКОГО РАЙОНА,https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=681488,"4 648 693,33 ₽",07.08.2023,15.08.2023,14.08.2023,https://zakupki.gov.ru/epz/order/notice/zk20/view/documents.html?regNumber=0190300002723000286
"Thu, 02 May 2024 09:01:43 +0000",223-ФЗ Прочие,№ 32312670726,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=15625374,Закупка завершена,"Выполнение комплексных работ по созданию интеллектуальных систем учёта электрической энергии (мощности), включая монтаж (установку,замену) однофазных и трехфазных приборов учёта электрической энергии (мощности), измерительных трансформаторов тока и устройств сбора и передачи данных, напряжением до 1000В в жилых и нежилых помещениях многоквартирных домов, расположенных в зоне деятельности гарантирующего поставщика филиала «АтомЭнергоСбыт» Хакасия ООО «АтомЭнергоСбыт Бизнес» в административных границах территории Республики Хакасия.",Заказчик,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТОМЭНЕРГОСБЫТ БИЗНЕС""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=11736,"1 999 871,49 ₽",14.08.2023,14.08.2023,not defined,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=15625374
"Thu, 02 May 2024 09:01:46 +0000",223-ФЗ Прочие,№ 32312670062,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=15624501,Закупка завершена,"Поставка приборов учёта газа для нужд ГБУ СО ""СВО"" в 2023г.",Заказчик,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ САМАРСКОЙ ОБЛАСТИ ""САМАРСКОЕ ВЕТЕРИНАРНОЕ ОБЪЕДИНЕНИЕ""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=46624,"863 202,00 ₽",14.08.2023,14.08.2023,30.08.2023,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=15624501
"Thu, 02 May 2024 09:01:47 +0000",44-ФЗ Электронный аукцион,№ 0318300529723000325,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0318300529723000325,Определение поставщика отменено,Оказание услуг пот техническому обслуживанию узлов учёта тепловой энергии в 2024 году,Заказчик,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА № 1 ГОРОДА НОВОРОССИЙСКА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=759779,"564 399,96 ₽",07.08.2023,10.08.2023,16.08.2023,https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0318300529723000325
"Thu, 02 May 2024 09:01:47 +0000",44-ФЗ Электронный аукцион,№ 0342300000123001083,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0342300000123001083,Определение поставщика завершено,Оказание услуг по поверке приборов учёта тепловой энергии,"Организация, осуществляющая размещение",ДЕПАРТАМЕНТ ФИНАНСОВ АДМИНИСТРАЦИИ ГОРОДСКОГО ОКРУГА САМАРА,https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=800621,"8 700,00 ₽",31.07.2023,10.08.2023,10.08.2023,https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0342300000123001083
"Thu, 02 May 2024 09:01:47 +0000","223-ФЗ Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",№ 32312661274,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=15613366,Закупка завершена,"... работ по замене приборов учета электрической энергии на приборы учета, соответствующие требованиям ... минимальному набору функций интеллектуальных систем учёта электрической энергии (мощности) ...",Заказчик,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ЭНЕРГЕТИКИ И ЭЛЕКТРИФИКАЦИИ ""САМАРАЭНЕРГО""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=118589,"5 130 800,47 ₽",10.08.2023,10.08.2023,18.08.2023,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=15613366
"Thu, 02 May 2024 09:01:47 +0000",223-ФЗ Прочие,№ 32312632179,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=15613226,Закупка завершена,Оказание услуг по снятию контрольных показаний и проверкам приборов учёта электрической энергии,Заказчик,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТНС ЭНЕРГО ПЕНЗА""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=114835,"5 916 720,04 ₽",31.07.2023,10.08.2023,17.08.2023,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=15613226
"Thu, 02 May 2024 09:01:47 +0000",223-ФЗ Прочие,№ 32312632261,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=15613214,Закупка завершена,Оказание услуг по снятию контрольных показаний и проверкам приборов учёта электрической энергии,Заказчик,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТНС ЭНЕРГО ПЕНЗА""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=114835,"3 081 309,06 ₽",31.07.2023,10.08.2023,17.08.2023,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=15613214
"Thu, 02 May 2024 09:01:47 +0000",223-ФЗ Прочие,№ 32312632280,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=15613155,Закупка завершена,Оказание услуг по снятию контрольных показаний и проверкам приборов учёта электрической энергии,Заказчик,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТНС ЭНЕРГО ПЕНЗА""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=114835,"1 352 912,10 ₽",31.07.2023,10.08.2023,17.08.2023,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=15613155
"Thu, 02 May 2024 09:01:48 +0000",223-ФЗ Прочие,№ 32312656201,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=15612153,Закупка завершена,Поставка и монтаж приборов учёта воды,Заказчик,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КОМФОРТНАЯ СРЕДА""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=546013,"340 500,00 ₽",08.08.2023,09.08.2023,not defined,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=15612153
"Thu, 02 May 2024 09:01:48 +0000","223-ФЗ Конкурс в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",№ 32312659612,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=15611362,Закупка завершена,"... вводу в эксплуатацию интеллектуальных общедомовых приборов учёта электроэнергии и/или иного оборудования ... многоквартирных домах, а также интеллектуальных приборов учета и/или иного оборудования ...",Заказчик,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОЛГОГРАДЭНЕРГОСБЫТ""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=105133,"11 094 139,44 ₽",09.08.2023,09.08.2023,17.08.2023,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=15611362
"Thu, 02 May 2024 09:01:48 +0000","223-ФЗ Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",№ 32312644986,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=15609294,Закупка завершена,"Право заключения договора на выполнение комплексных работ по созданию интеллектуальных систем учёта электрической энергии (мощности), включая монтаж (установку, замену) однофазных и трехфазных приборов учёта электрической энергии (мощности) и измерительных трансформаторов тока, напряжением до 1000В в жилых и нежилых помещениях многоквартирных домов, расположенных в зоне деятельности гарантирующего поставщика филиала «АтомЭнергоСбыт» Хакасия ООО «АтомЭнергоСбыт Бизнес» в административных границах территории Республики Хакасия",Заказчик,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТОМЭНЕРГОСБЫТ БИЗНЕС""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=11736,"11 340 023,30 ₽",04.08.2023,09.08.2023,15.08.2023,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=15609294
"Thu, 02 May 2024 09:01:48 +0000","223-ФЗ Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",№ 32312654509,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=15605159,Закупка завершена,Поставка электрооборудования узлов учёта электроэнергии,Заказчик,"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА ""НАРЬЯН-МАРСКАЯ ЭЛЕКТРОСТАНЦИЯ""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=4245,"1 067 230,00 ₽",08.08.2023,08.08.2023,16.08.2023,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=15605159
"Thu, 02 May 2024 09:01:48 +0000",44-ФЗ Запрос котировок в электронной форме,№ 0369400001223000057,https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0369400001223000057,Определение поставщика завершено,Поставка приборов теплового учёта,Заказчик,ФИЛИАЛ ПО ЭКСПЛУАТАЦИИ ВОДОХРАНИЛИЩ ЧЕЛЯБИНСКОЙ ОБЛАСТИ,https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2256070,"114 000,00 ₽",31.07.2023,07.08.2023,07.08.2023,https://zakupki.gov.ru/epz/order/notice/zk20/view/documents.html?regNumber=0369400001223000057
"Thu, 02 May 2024 09:01:48 +0000",44-ФЗ Электронный аукцион,№ 0744200000223006155,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0744200000223006155,Определение поставщика завершено,"Услуги по поверке приборов учёта тепла для нужд ОБУЗ ""Черемисиновская ЦРБ""","Организация, осуществляющая размещение","ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАКУПОК КУРСКОЙ ОБЛАСТИ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=809447,"44 666,67 ₽",28.07.2023,07.08.2023,07.08.2023,https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0744200000223006155
"Thu, 02 May 2024 09:01:48 +0000",44-ФЗ Электронный аукцион,№ 0169300000323002163,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0169300000323002163,Определение поставщика завершено,№60489-2023-ЭА-2135 Оказание услуг по поверке приборов учёта тепловой энергии для административно-хозяйственного подразделения,"Организация, осуществляющая размещение",АДМИНИСТРАЦИЯ ГОРОДА МАГНИТОГОРСКА,https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=711632,"25 948,80 ₽",26.07.2023,04.08.2023,03.08.2023,https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0169300000323002163
"Thu, 02 May 2024 09:01:49 +0000",223-ФЗ Прочие,№ 32312646729,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=15595218,Закупка завершена,... (2 этап)»; «Установка приборов учета в соответствии с Федеральным ... и интеграция их в систему учёта электрической энергии Северного РЭС для ...,Заказчик,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ ЛЕНЭНЕРГО""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=9673,"1 006 884,00 ₽",04.08.2023,04.08.2023,09.08.2023,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=15595218
"Thu, 02 May 2024 09:01:49 +0000",44-ФЗ Запрос котировок в электронной форме,№ 0190300002723000277,https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0190300002723000277,Определение поставщика завершено,Монтаж индивидуальных приборов учёта тепла,"Организация, осуществляющая размещение",АДМИНИСТРАЦИЯ ШУРЫШКАРСКОГО РАЙОНА,https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=681488,"4 648 693,33 ₽",28.07.2023,04.08.2023,04.08.2023,https://zakupki.gov.ru/epz/order/notice/zk20/view/documents.html?regNumber=0190300002723000277
"Thu, 02 May 2024 09:01:49 +0000",223-ФЗ Прочие,№ 32312642110,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=15589261,Закупка завершена,... (2 этап)»; «Установка приборов учета в соответствии с Федеральным ... и интеграция их в систему учёта электрической энергии Петродворцового РЭС для ...,Заказчик,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ ЛЕНЭНЕРГО""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=9673,"1 227 540,00 ₽",03.08.2023,03.08.2023,08.08.2023,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=15589261
